state_name,state_number,accidents,fatalities,fatalities_per_accident,accidents_per_100k,hour_of_day,land_use_urban,national_highway_system,num_vehicles,num_nonmotorists,num_motorists,num_fatalities,num_drunk_drivers,vehicle_year,rollover,previous_dwi_convictions,previous_speeding_convictions,speeding_related,speed_limit,driver_vision_obscured,is_weekend,multiple_vehicles,nonmotorist_involved,multiple_motorists,drunk_driver_involved,multiple_fatalities,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,roadway_type_County Road,roadway_type_Interstate,roadway_type_Local Street – Municipality,roadway_type_Local Street – Township,roadway_type_Other,roadway_type_State Highway,roadway_type_U.S. Highway,intersection_Four-Way Intersection,intersection_Not an Intersection,intersection_T-Intersection,light_condition_Dark – Lighted,light_condition_Dark – Not Lighted,light_condition_Dawn,light_condition_Daylight,light_condition_Dusk,atmospheric_conditions_Clear,atmospheric_conditions_Cloudy,"atmospheric_conditions_Fog, Smog, Smoke",atmospheric_conditions_Rain,atmospheric_conditions_Snow,manner_of_collision_Angle,manner_of_collision_Front-to-Front,manner_of_collision_Front-to-Rear,manner_of_collision_Not Collision with Motor Vehicle in Transport,manner_of_collision_Sideswipe – Opposite Direction,manner_of_collision_Sideswipe – Same Direction,body_type_2-Door Sedan/Hardtop/Coupe,body_type_3-Door/2-Door Hatchback,body_type_4-Door Sedan/Hardtop,body_type_5-Door/4-Door Hatchback,"body_type_Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",body_type_Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),body_type_Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),body_type_Large Van – Includes Van-Based Buses,body_type_Minivan,body_type_Motorcycle,"body_type_Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",body_type_Standard Pickup,body_type_Station Wagon (Excluding Van and Truck-Based),"body_type_Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",vehicle_conditions_None,vehicle_conditions_Tires,part_of_day_day,part_of_day_evening,part_of_day_morning,part_of_day_night,age,sex,air_bag_deployed,fatality,person_type_Driver of a Motor Vehicle In-Transport,person_type_Passenger of a Motor Vehicle In-Transport,injury_severity_Fatal Injury (K),injury_severity_No Apparent Injury (O),injury_severity_Possible Injury (C),injury_severity_Suspected Minor Injury (B),injury_severity_Suspected Serious Injury (A),seating_position_Front Seat – Left Side (Driver's Side),seating_position_Front Seat – Right Side,seating_position_Other Passenger in Enclosed Passenger or Cargo Area (Since 2009),seating_position_Second Seat – Left Side,seating_position_Second Seat – Middle,seating_position_Second Seat – Right Side,ejection_Not Applicable,ejection_Not Ejected,ejection_Partially Ejected,ejection_Totally Ejected,safety_equipment_use_Child Restraint Type Unknown,safety_equipment_use_DOT-Compliant Motorcycle Helmet,"safety_equipment_use_Helmet, Unknown if DOT-Compliant",safety_equipment_use_Lap and Shoulder Belt Used,safety_equipment_use_No Helmet,safety_equipment_use_None Used,safety_equipment_use_Not Applicable,safety_equipment_use_Restraint Used – Type Unknown,state_code
Georgia,13,1376.5,1494.0,1.0850992551635512,13.43985402016002,12.934953176411035,0.6347760060744115,0.42293090356871677,1.9025563148569982,0.12908124525436598,2.8630726398380157,1.1100987091875474,0.21943811693242218,2004.798025816249,0.16350291065553024,0.0425208807896735,0.22829663376360415,0.11592002024803848,49.78613009364718,0.016957732219691216,0.31359149582384205,0.6461655277145026,0.11996962794229309,0.7355099974689951,0.21108580106302202,0.0868134649455834,0.14173626929891167,0.13439635535307518,0.17109592508225765,0.14249557074158442,0.14173626929891167,0.1366742596810934,0.13186535054416604,0.20020248038471272,0.14502657555049356,0.14730447987851178,0.0002531004808909137,0.0007593014426727411,0.372310807390534,0.13414325487218426,0.17489243229562138,0.7107061503416856,0.11440141736269299,0.10098709187547457,0.32649962034927865,0.014932928372563908,0.5401164262212098,0.015692229815236648,0.7101999493799038,0.1885598582637307,0.008352315869400152,0.0926347760060744,0.0,0.25765628954695013,0.17894203998987598,0.0999746899519109,0.4049607694254619,0.021513540875727665,0.03214376107314604,0.05011389521640091,0.010124019235636548,0.3057453809162237,0.00961781827385472,0.04986079473551,0.12174133130852949,0.04226778030878259,0.014679827891672994,0.027081751455327766,0.07263983801569222,0.013161225006327512,0.14730447987851178,0.027587952417109592,0.06150341685649203,0.9729182485446722,0.014932928372563908,0.2829663376360415,0.3249810174639332,0.20020248038471272,0.1918501645153126,39.440314902965945,0.6446356645917246,0.4055291102160381,0.40662760893445626,0.6711827169534968,0.32533870377151225,0.40662760893445626,0.2449652142072501,0.10948370560234347,0.17191504943244232,0.06609300622482607,0.6724642987916514,0.16532405712193335,0.021420725009154155,0.05126327352618089,0.01794214573416331,0.05272793848407177,0.062248260710362505,0.8398022702306848,0.019772976931526912,0.07817649212742585,0.012449652142072502,0.022336140607835956,0.031124130355181252,0.6255950201391431,0.010801904064445257,0.23874038813621384,0.022336140607835956,0.0005492493592090809,GA
Hawaii,15,97.0,106.5,1.0975175391257421,6.806344560689019,12.31413612565445,0.806282722513089,0.7382198952879581,1.806282722513089,0.25654450261780104,2.649214659685864,1.1570680628272252,0.34554973821989526,2005.5183246073298,0.09424083769633508,0.020942408376963352,0.32460732984293195,0.33507853403141363,36.93717277486911,0.05235602094240838,0.38219895287958117,0.5759162303664922,0.2356020942408377,0.6701570680628273,0.3193717277486911,0.13089005235602094,0.16753926701570682,0.09424083769633508,0.2198952879581152,0.16230366492146597,0.1256544502617801,0.12041884816753927,0.1099476439790576,0.193717277486911,0.07329842931937172,0.005235602094240838,0.0,0.005235602094240838,0.7225130890052356,0.0,0.1099476439790576,0.7068062827225131,0.18324607329842932,0.3403141361256545,0.16230366492146597,0.020942408376963352,0.45549738219895286,0.005235602094240838,0.8010471204188482,0.09947643979057591,0.005235602094240838,0.09424083769633508,0.0,0.225130890052356,0.18848167539267016,0.05235602094240838,0.46596858638743455,0.03664921465968586,0.015706806282722512,0.02617801047120419,0.005235602094240838,0.24083769633507854,0.02617801047120419,0.1256544502617801,0.11518324607329843,0.015706806282722512,0.010471204188481676,0.03664921465968586,0.1518324607329843,0.010471204188481676,0.09947643979057591,0.05759162303664921,0.010471204188481676,0.9581151832460733,0.015706806282722512,0.2356020942408377,0.3507853403141361,0.20418848167539266,0.2094240837696335,38.045901639344265,0.6426229508196721,0.3344262295081967,0.3737704918032787,0.6655737704918033,0.32786885245901637,0.3737704918032787,0.35081967213114756,0.03934426229508197,0.13442622950819672,0.10163934426229508,0.6655737704918033,0.1901639344262295,0.0,0.05573770491803279,0.009836065573770493,0.05573770491803279,0.18688524590163935,0.7344262295081967,0.022950819672131147,0.05573770491803279,0.013114754098360656,0.0,0.06885245901639345,0.5868852459016394,0.1180327868852459,0.18032786885245902,0.009836065573770493,0.0,HI
Idaho,16,215.0,234.5,1.0907131661442007,12.891145557507327,13.004166666666666,0.20833333333333334,0.49375,1.6833333333333333,0.06041666666666667,2.654166666666667,1.0833333333333333,0.26875,2003.25,0.32708333333333334,0.041666666666666664,0.14791666666666667,0.16041666666666668,54.520833333333336,0.03125,0.3145833333333333,0.5729166666666666,0.052083333333333336,0.7375,0.2604166666666667,0.07916666666666666,0.17083333333333334,0.12083333333333333,0.16041666666666668,0.15416666666666667,0.13958333333333334,0.13333333333333333,0.12083333333333333,0.0625,0.20208333333333334,0.14583333333333334,0.04375,0.11875,0.17916666666666667,0.24791666666666667,0.19791666666666666,0.7333333333333333,0.06458333333333334,0.06458333333333334,0.2833333333333333,0.025,0.5979166666666667,0.025,0.7166666666666667,0.19791666666666666,0.025,0.027083333333333334,0.022916666666666665,0.27291666666666664,0.12916666666666668,0.07708333333333334,0.45,0.05,0.016666666666666666,0.029166666666666667,0.010416666666666666,0.23125,0.014583333333333334,0.0375,0.125,0.029166666666666667,0.00625,0.027083333333333334,0.0875,0.008333333333333333,0.20833333333333334,0.029166666666666667,0.07916666666666666,0.9729166666666667,0.020833333333333332,0.2833333333333333,0.34375,0.19166666666666668,0.18125,37.92052194543298,0.6524317912218268,0.36773428232502964,0.46026097271648875,0.6370106761565836,0.36180308422301305,0.46026097271648875,0.19098457888493475,0.10320284697508897,0.09727164887307237,0.14827995255041518,0.638196915776987,0.18979833926453143,0.004744958481613286,0.06524317912218268,0.02609727164887307,0.05338078291814947,0.066429418742586,0.7508896797153025,0.028469750889679714,0.15302491103202848,0.0011862396204033216,0.00830367734282325,0.018979833926453145,0.5065243179122183,0.060498220640569395,0.32858837485172004,0.011862396204033215,0.0011862396204033216,ID
Illinois,17,957.0,1038.0,1.0849518599562362,7.453950830402695,12.796821793416573,0.565266742338252,0.48297389330306467,2.0522133938706015,0.14585698070374575,2.9415437003405223,1.0998864926220204,0.27128263337116915,2006.2525539160044,0.12429057888762769,0.00851305334846765,0.18388195232690124,0.22814982973893302,48.69466515323496,0.08059023836549375,0.3314415437003405,0.7105561861520999,0.12939841089670828,0.7866061293984109,0.25709421112372305,0.08967082860385925,0.141316685584563,0.1345062429057889,0.19125993189557322,0.14018161180476732,0.13961407491486946,0.11861520998864926,0.1345062429057889,0.11407491486946651,0.1782065834279228,0.188422247446084,0.06356413166855845,0.0,0.31611804767309876,0.13847900113507378,0.25709421112372305,0.6362088535754824,0.10442678774120318,0.16288308740068105,0.20771850170261066,0.016458569807037457,0.5822928490351873,0.029511918274687854,0.8654937570942112,0.0340522133938706,0.016458569807037457,0.05732122587968218,0.017593643586833144,0.3076049943246311,0.1532349602724177,0.12485811577752554,0.34903518728717364,0.03859250851305335,0.02383654937570942,0.038024971623155504,0.006242905788876277,0.31271282633371167,0.015891032917139614,0.022701475595913734,0.1271282633371169,0.04370034052213394,0.01191827468785471,0.051645856980703744,0.094211123723042,0.01191827468785471,0.10102156640181612,0.036322360953461974,0.08740068104426787,0.9733257661748014,0.00851305334846765,0.29909194097616343,0.3195232690124858,0.19977298524404086,0.18161180476730987,40.37906976744186,0.6569767441860465,0.44651162790697674,0.4252906976744186,0.7037790697674419,0.2921511627906977,0.42441860465116277,0.2441860465116279,0.04302325581395349,0.14244186046511628,0.14505813953488372,0.7063953488372093,0.15348837209302327,0.010465116279069767,0.05058139534883721,0.016569767441860464,0.04505813953488372,0.10436046511627907,0.8046511627906977,0.019767441860465116,0.07122093023255814,0.02063953488372093,0.00029069767441860465,0.02558139534883721,0.39738372093023255,0.08488372093023255,0.19796511627906976,0.010174418604651164,0.25959302325581396,IL
Indiana,18,764.0,823.0,1.0773675696424654,11.538099709579939,13.135086937137762,0.34730271957200176,0.3348194382523406,2.0057958091841286,0.10744538564422648,2.956308515381186,1.098974587605885,0.17967008470798038,2004.5501560410164,0.14534106107891218,0.03789567543468569,0.21221578243423986,0.17521176995095855,47.97146678555506,0.0231832367365136,0.2880071333036112,0.664288898796255,0.08872046366473473,0.7605884975479269,0.17521176995095855,0.07712884529647793,0.1613909942041908,0.13374944271065536,0.15648684797146678,0.13152028533214444,0.14489522960321,0.13152028533214444,0.14043691484618814,0.14935354436023182,0.11769950958537673,0.11056620597414177,0.14043691484618814,0.00044583147570218456,0.26972804279982165,0.21176995095853768,0.24342398573339277,0.659384752563531,0.0954079358002675,0.08604547481052162,0.3209986625055729,0.02139991083370486,0.5510477039679001,0.02050824788230049,0.6651805617476594,0.20552831029870708,0.013820775746767721,0.08782880071333037,0.013820775746767721,0.3223361569326795,0.14890771288452964,0.10521622826571556,0.3776192599197503,0.02630405706642889,0.017387427552385197,0.045474810521622826,0.011145786892554615,0.29068212215782435,0.017833259028087384,0.03611234953187695,0.12483281319661169,0.030762371823450735,0.017387427552385197,0.0463664734730272,0.07846633972358448,0.008916629514043692,0.12661613909942043,0.03299152920196166,0.08604547481052162,0.9866250557289344,0.007579135086937138,0.28756130182790907,0.3348194382523406,0.1939366919304503,0.18368256798930005,40.34108527131783,0.6680761099365751,0.313953488372093,0.4365750528541226,0.7212825933756166,0.27448907681465823,0.4365750528541226,0.18710359408033828,0.029245947850599013,0.07399577167019028,0.27307963354474984,0.7237491190979564,0.14869626497533475,0.010570824524312896,0.051092318534179,0.009866102889358703,0.0412262156448203,0.0824524312896406,0.8206483439041579,0.018675123326286118,0.07822410147991543,0.019027484143763214,0.0007047216349541931,0.016913319238900635,0.3999295278365046,0.0711768851303735,0.24031007751937986,0.007399577167019027,0.22868217054263565,IN
Iowa,19,318.5,361.0,1.1335730696234143,10.18628429501237,12.776583034647551,0.25567502986857826,0.3847072879330944,1.8709677419354838,0.08363201911589008,2.837514934289128,1.1804062126642771,0.23058542413381122,2005.2329749103942,0.1923536439665472,0.07168458781362007,0.2222222222222222,0.13739545997610514,51.887694145758665,0.056152927120669056,0.3106332138590203,0.6845878136200717,0.07526881720430108,0.7801672640382318,0.22939068100358423,0.13620071684587814,0.16129032258064516,0.13381123058542413,0.16606929510155316,0.14456391875746716,0.14217443249701314,0.12066905615292713,0.13142174432497014,0.2867383512544803,0.11827956989247312,0.14336917562724014,0.0,0.0,0.17801672640382318,0.2735961768219833,0.26045400238948624,0.6594982078853047,0.08004778972520908,0.0931899641577061,0.22341696535244923,0.025089605734767026,0.6248506571087217,0.03345280764635603,0.6726403823178017,0.22341696535244923,0.026284348864994027,0.03345280764635603,0.03225806451612903,0.3130227001194743,0.1959378733572282,0.11469534050179211,0.34647550776583036,0.009557945041816009,0.011947431302270013,0.03345280764635603,0.010752688172043012,0.24850657108721624,0.014336917562724014,0.03345280764635603,0.11708482676224612,0.03106332138590203,0.010752688172043012,0.05854241338112306,0.1015531660692951,0.014336917562724014,0.15292712066905614,0.025089605734767026,0.0967741935483871,0.984468339307049,0.007168458781362007,0.32735961768219835,0.3225806451612903,0.20430107526881722,0.14575866188769415,41.11359867330017,0.6600331674958541,0.45356550580431176,0.4892205638474295,0.7072968490878938,0.2902155887230514,0.4892205638474295,0.14427860696517414,0.0845771144278607,0.14759535655058043,0.1310116086235489,0.7072968490878938,0.148424543946932,0.001658374792703151,0.05472636815920398,0.014925373134328358,0.0538971807628524,0.0945273631840796,0.7819237147595357,0.017412935323383085,0.10613598673300166,0.0,0.019071310116086235,0.001658374792703151,0.6011608623548922,0.07960199004975124,0.25870646766169153,0.00912106135986733,0.0,IA
Kansas,20,351.5,392.0,1.1142343620090966,12.079020651068777,12.834170854271356,0.2236180904522613,0.4221105527638191,1.8743718592964824,0.09296482412060302,2.806532663316583,1.1683417085427135,0.18341708542713567,2004.2713567839196,0.1984924623115578,0.05778894472361809,0.1934673366834171,0.2135678391959799,55.56532663316583,0.07788944723618091,0.2864321608040201,0.6809045226130653,0.07788944723618091,0.8190954773869347,0.18090452261306533,0.12060301507537688,0.18592964824120603,0.11809045226130653,0.15577889447236182,0.1306532663316583,0.15326633165829145,0.13819095477386933,0.11809045226130653,0.017587939698492462,0.10050251256281408,0.31909547738693467,0.035175879396984924,0.0,0.18341708542713567,0.3442211055276382,0.23618090452261306,0.7010050251256281,0.06281407035175879,0.10301507537688442,0.20351758793969849,0.01256281407035176,0.6507537688442211,0.03015075376884422,0.8040201005025126,0.02763819095477387,0.020100502512562814,0.08793969849246232,0.007537688442211055,0.2889447236180904,0.17839195979899497,0.10301507537688442,0.3693467336683417,0.05025125628140704,0.010050251256281407,0.02763819095477387,0.007537688442211055,0.27638190954773867,0.005025125628140704,0.05527638190954774,0.09045226130653267,0.02512562814070352,0.010050251256281407,0.01507537688442211,0.08542713567839195,0.017587939698492462,0.16080402010050251,0.03768844221105527,0.1306532663316583,0.949748743718593,0.020100502512562814,0.37185929648241206,0.2889447236180904,0.18592964824120603,0.15326633165829145,39.71363636363636,0.6636363636363637,0.22803030303030303,0.4666666666666667,0.6734848484848485,0.32651515151515154,0.4666666666666667,0.2159090909090909,0.08484848484848485,0.13484848484848486,0.09772727272727273,0.6734848484848485,0.16363636363636364,0.0007575757575757576,0.05757575757575758,0.02196969696969697,0.04924242424242424,0.07954545454545454,0.7833333333333333,0.015909090909090907,0.12121212121212122,0.0,0.0,0.030303030303030304,0.5803030303030303,0.055303030303030305,0.2734848484848485,0.007575757575757576,0.0,KS
Kentucky,21,728.5,797.5,1.0947977609995432,16.435940662225896,12.862882973380211,0.2636865896534405,0.3706680060271221,1.9326971371170265,0.10698141637368157,2.830236062280261,1.117528879959819,0.24610748367654445,2004.2596685082874,0.19186338523355098,0.06378704168759418,0.1461577096936213,0.11803114013058764,51.75539929683576,0.03214465092918132,0.2787543947764942,0.6428930185836264,0.08538422903063787,0.7322953289804118,0.2415871421396283,0.08940231039678553,0.14816675037669513,0.1486690105474636,0.15017579105976897,0.12857860371672528,0.14665996986438976,0.13862380713209443,0.1391260673028629,0.040683073832245106,0.13058764439979909,0.0030135610246107484,0.04118533400301356,0.0005022601707684581,0.47714716223003517,0.3068809643395279,0.09040683073832245,0.832245102963335,0.07734806629834254,0.07081868407835258,0.2415871421396283,0.03766951280763436,0.610748367654445,0.026619789050728277,0.6539427423405324,0.22149673530889,0.0155700652938222,0.09191361125062783,0.010045203415369162,0.22199899547965846,0.19236564540431944,0.10647915620291311,0.4143646408839779,0.0371672526368659,0.019085886489201405,0.049723756906077346,0.012556504269211451,0.287292817679558,0.0065293822199899544,0.05926670015067805,0.11551983927674535,0.03264691109994977,0.012054244098442994,0.03817177297840281,0.09542943244600703,0.01607232546459066,0.14766449020592667,0.029633350075339026,0.05675539929683576,0.9804118533400301,0.009542943244600702,0.33350075339025614,0.3324962330487192,0.19839276745354092,0.13561024610748368,38.627367135003055,0.6548564447159438,0.4312767257177764,0.42822235797189984,0.6698228466707391,0.3277336591325596,0.42822235797189984,0.23915699450213806,0.10873549175320708,0.1386682956627978,0.08491142333536958,0.6716554673182651,0.177153329260843,0.006414172266340868,0.05375687232742822,0.015577275503970677,0.0531459987782529,0.07208307880268784,0.8249847281612707,0.022907758094074526,0.07910812461820403,0.022296884544899205,0.0012217470983506415,0.022602321319486866,0.5830788026878436,0.06047648136835675,0.27611484422724497,0.013133781307269395,0.0009163103237629811,KY
Louisiana,22,701.0,754.5,1.0763239938786142,15.00620593716311,13.073666384419983,0.5376799322607959,0.43183742591024554,1.966130397967824,0.20999153259949196,3.02116850127011,1.0812870448772227,0.2853513971210838,2006.649449618967,0.1371718882303133,0.03810330228619814,0.2193056731583404,0.165961049957663,51.1727349703641,0.057578323454699404,0.2988992379339543,0.6917866215071973,0.18628281117696868,0.785774767146486,0.26926333615580017,0.06773920406435224,0.1718882303132938,0.12277730736663844,0.14140558848433532,0.15749364944961897,0.14902624894157493,0.11515664690939881,0.14225232853513972,0.06943268416596104,0.1718882303132938,0.05419136325148179,0.003386960203217612,0.0,0.45808636748518206,0.23624047417442845,0.13293818797629128,0.7544453852667231,0.10668924640135478,0.1126164267569856,0.3370025402201524,0.03048264182895851,0.4809483488569009,0.028789161727349702,0.7578323454699407,0.15325994919559696,0.011854360711261643,0.07705334462320068,0.0,0.2438611346316681,0.15156646909398813,0.14225232853513972,0.40304826418289585,0.023708721422523286,0.03302286198137172,0.05080440304826418,0.010160880609652836,0.23793395427603725,0.014394580863674851,0.03471634208298052,0.09144792548687553,0.06435224386113463,0.00846740050804403,0.017781541066892465,0.05927180355630821,0.017781541066892465,0.23962743437764605,0.0279424216765453,0.06604572396274344,0.9508890770533446,0.02540220152413209,0.25825571549534293,0.34801016088060965,0.18882303132938189,0.20491109229466553,36.861029411764704,0.6411764705882353,0.40661764705882353,0.39301470588235293,0.6698529411764705,0.32683823529411765,0.39301470588235293,0.24632352941176472,0.19080882352941175,0.1275735294117647,0.042279411764705885,0.6713235294117647,0.17279411764705882,0.015073529411764706,0.04742647058823529,0.01875,0.04963235294117647,0.07352941176470588,0.825735294117647,0.02610294117647059,0.07463235294117647,0.016544117647058824,0.016176470588235296,0.04301470588235294,0.6025735294117647,0.017279411764705883,0.25919117647058826,0.020955882352941175,0.0003676470588235294,LA
Maine,23,147.0,158.0,1.0750000000000002,11.054136607514511,13.287292817679559,0.17403314917127072,0.26795580110497236,1.6243093922651934,0.16022099447513813,2.383977900552486,1.0994475138121547,0.40331491712707185,2004.6685082872928,0.14917127071823205,0.049723756906077346,0.1878453038674033,0.27900552486187846,45.80110497237569,0.07734806629834254,0.31215469613259667,0.5027624309392266,0.10497237569060773,0.6298342541436464,0.3867403314917127,0.08011049723756906,0.16298342541436464,0.1408839779005525,0.19060773480662985,0.12154696132596685,0.1132596685082873,0.10773480662983426,0.16298342541436464,0.0,0.06077348066298342,0.22099447513812154,0.013812154696132596,0.0055248618784530384,0.5414364640883977,0.1574585635359116,0.08287292817679558,0.8232044198895028,0.09116022099447514,0.08287292817679558,0.2596685082872928,0.03314917127071823,0.5994475138121547,0.022099447513812154,0.7513812154696132,0.12154696132596685,0.0027624309392265192,0.0856353591160221,0.022099447513812154,0.17403314917127072,0.20165745856353592,0.08287292817679558,0.5248618784530387,0.016574585635359115,0.0,0.03038674033149171,0.0,0.2569060773480663,0.019337016574585635,0.027624309392265192,0.15193370165745856,0.022099447513812154,0.0027624309392265192,0.04696132596685083,0.1270718232044199,0.027624309392265192,0.1464088397790055,0.058011049723756904,0.027624309392265192,0.9779005524861878,0.016574585635359115,0.3425414364640884,0.3259668508287293,0.1574585635359116,0.17403314917127072,40.56149732620321,0.6488413547237076,0.47771836007130125,0.46345811051693403,0.6755793226381461,0.3155080213903743,0.46345811051693403,0.1925133689839572,0.1408199643493761,0.0855614973262032,0.10695187165775401,0.6773618538324421,0.19073083778966132,0.0,0.0427807486631016,0.016042780748663103,0.058823529411764705,0.09982174688057041,0.7700534759358288,0.040998217468805706,0.0873440285204991,0.0017825311942959,0.023172905525846704,0.0017825311942959,0.5793226381461676,0.0784313725490196,0.2638146167557932,0.008912655971479501,0.0053475935828877,ME
Maryland,24,481.5,521.0,1.0820536931279008,8.032395891835877,12.95511811023622,0.7708661417322835,0.25275590551181104,2.0291338582677168,0.18503937007874016,2.8566929133858268,1.1086614173228346,0.2889763779527559,2005.9204724409449,0.10236220472440945,0.007874015748031496,0.12755905511811025,0.16141732283464566,44.34251968503937,0.009448818897637795,0.33228346456692914,0.6606299212598425,0.16220472440944883,0.7228346456692913,0.27165354330708663,0.08582677165354331,0.14645669291338584,0.1173228346456693,0.18110236220472442,0.15118110236220472,0.16062992125984252,0.11496062992125984,0.1283464566929134,0.21653543307086615,0.14173228346456693,0.05433070866141732,0.0,0.0015748031496062992,0.4448818897637795,0.14094488188976378,0.20708661417322835,0.6992125984251969,0.09370078740157481,0.2173228346456693,0.2377952755905512,0.014173228346456693,0.48661417322834644,0.03700787401574803,0.7976377952755905,0.1,0.010236220472440945,0.07795275590551182,0.009448818897637795,0.2748031496062992,0.15748031496062992,0.12677165354330708,0.40078740157480314,0.011023622047244094,0.01811023622047244,0.04094488188976378,0.007086614173228346,0.3480314960629921,0.011023622047244094,0.01732283464566929,0.1220472440944882,0.04409448818897638,0.014173228346456693,0.04015748031496063,0.09921259842519685,0.02204724409448819,0.09448818897637795,0.04173228346456693,0.03937007874015748,0.9866141732283464,0.005511811023622047,0.2858267716535433,0.33070866141732286,0.16377952755905512,0.21968503937007874,39.98235294117647,0.6748663101604279,0.43155080213903746,0.3716577540106952,0.6978609625668449,0.2989304812834225,0.3716577540106952,0.29251336898395724,0.05080213903743316,0.14224598930481283,0.14171122994652408,0.6994652406417112,0.15561497326203208,0.025133689839572194,0.04224598930481283,0.014973262032085561,0.04919786096256684,0.0855614973262032,0.8566844919786096,0.012834224598930482,0.044919786096256686,0.0021390374331550803,0.0005347593582887701,0.07647058823529412,0.6834224598930482,0.01229946524064171,0.14919786096256685,0.015508021390374332,0.0,MD
Massachusetts,25,341.5,365.5,1.0695332096347454,5.015045065726943,13.16530612244898,0.9469387755102041,0.5204081632653061,1.9285714285714286,0.19591836734693877,2.6285714285714286,1.0755102040816327,0.2510204081632653,2006.2591836734694,0.10408163265306122,0.0163265306122449,0.22244897959183674,0.22653061224489796,41.44897959183673,0.05714285714285714,0.2979591836734694,0.6591836734693878,0.17551020408163265,0.7142857142857143,0.24081632653061225,0.0653061224489796,0.1489795918367347,0.12857142857142856,0.15306122448979592,0.14489795918367346,0.16326530612244897,0.10612244897959183,0.15510204081632653,0.0,0.20204081632653062,0.0,0.0,0.4020408163265306,0.2979591836734694,0.09795918367346938,0.08775510204081632,0.753061224489796,0.15918367346938775,0.21836734693877552,0.16326530612244897,0.0163265306122449,0.5653061224489796,0.0326530612244898,0.7836734693877551,0.1510204081632653,0.0,0.05102040816326531,0.014285714285714285,0.20408163265306123,0.20612244897959184,0.11836734693877551,0.42244897959183675,0.0,0.03469387755102041,0.022448979591836733,0.022448979591836733,0.3448979591836735,0.012244897959183673,0.02040816326530612,0.15714285714285714,0.026530612244897958,0.018367346938775512,0.0326530612244898,0.09795918367346938,0.02040816326530612,0.10408163265306122,0.04897959183673469,0.026530612244897958,0.9673469387755103,0.014285714285714285,0.33877551020408164,0.3122448979591837,0.1326530612244898,0.2163265306122449,39.995337995338,0.6515151515151515,0.46503496503496505,0.4662004662004662,0.7494172494172494,0.24358974358974358,0.4662004662004662,0.23426573426573427,0.08391608391608392,0.12237762237762238,0.09090909090909091,0.752913752913753,0.12354312354312354,0.022144522144522144,0.04312354312354312,0.011655011655011656,0.037296037296037296,0.1258741258741259,0.7727272727272727,0.02097902097902098,0.08041958041958042,0.016317016317016316,0.10256410256410256,0.004662004662004662,0.5372960372960373,0.015151515151515152,0.29953379953379955,0.008158508158508158,0.0,MA
Michigan,26,938.5,1016.0,1.082433991371778,9.440167371573905,12.89520202020202,0.4970538720538721,0.4196127946127946,3.0803872053872055,0.17634680134680134,4.1952861952861955,1.1005892255892256,0.27104377104377103,2005.101851851852,0.11153198653198654,0.036616161616161616,0.24873737373737373,0.18055555555555555,50.63131313131313,0.03493265993265993,0.3106060606060606,0.6544612794612794,0.15614478114478114,0.7382154882154882,0.25126262626262624,0.08922558922558922,0.1776094276094276,0.1148989898989899,0.17297979797979798,0.13762626262626262,0.14057239057239057,0.12247474747474747,0.13383838383838384,0.36363636363636365,0.1207912457912458,0.17803030303030304,0.0,0.0,0.2297979797979798,0.10606060606060606,0.1914983164983165,0.7323232323232324,0.07491582491582492,0.1771885521885522,0.22432659932659932,0.017676767676767676,0.54503367003367,0.03535353535353535,0.6060606060606061,0.21675084175084175,0.010521885521885523,0.07449494949494949,0.0867003367003367,0.2702020202020202,0.14267676767676768,0.14814814814814814,0.3930976430976431,0.022306397306397305,0.01936026936026936,0.034511784511784514,0.005050505050505051,0.3047138047138047,0.008838383838383838,0.027356902356902357,0.1388888888888889,0.03493265993265993,0.020622895622895623,0.045875420875420875,0.09764309764309764,0.005050505050505051,0.13047138047138046,0.04503367003367004,0.054292929292929296,0.9936868686868687,0.002946127946127946,0.27525252525252525,0.3362794612794613,0.18686868686868688,0.2015993265993266,39.675054112554115,0.6358225108225108,0.4053030303030303,0.3649891774891775,0.6842532467532467,0.3087121212121212,0.3649891774891775,0.3027597402597403,0.12310606060606061,0.09307359307359307,0.11607142857142858,0.6883116883116883,0.16585497835497837,0.007846320346320346,0.05438311688311688,0.015151515151515152,0.052759740259740256,0.0836038961038961,0.8582251082251082,0.003787878787878788,0.030303030303030304,0.011093073593073594,0.0,0.045454545454545456,0.7053571428571429,0.04518398268398268,0.14853896103896103,0.012987012987012988,0.0010822510822510823,MI
